Age	Wellformat	Group	Treatment	Gate	Replicate	Name
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_88
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_89
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_9
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_90
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_91
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_92
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_93
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_94
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_95
wk4	none	training	NA	Evi1-GFPpos	NA	Training_wk4_Evi1G_pos_96
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_1
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_10
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_11
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_12
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_13
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_14
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_15
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_16
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_17
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_18
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_19
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_2
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_20
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_21
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_22
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_23
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_24
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_25
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_26
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_27
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_28
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_29
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_3
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_30
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_31
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_32
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_33
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_34
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_35
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_36
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_37
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_38
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_39
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_4
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_40
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_41
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_42
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_43
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_44
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_45
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_46
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_47
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_48
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_49
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_5
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_50
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_51
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_52
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_53
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_54
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_55
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_56
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_57
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_58
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_59
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_6
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_60
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_61
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_62
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_63
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_64
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_65
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_66
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_67
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_68
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_69
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_7
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_70
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_71
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_72
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_73
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_74
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_75
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_76
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_77
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_78
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_79
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_8
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_80
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_81
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_82
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_83
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_84
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_85
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_86
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_87
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_88
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_89
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_9
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_90
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_91
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_92
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_93
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_94
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_95
wk4	none	training	NA	CD41+CD48+CD150-	NA	Training_wk4_CD41p_CD48p_CD150n_96
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_1
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_10
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_11
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_12
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_13
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_14
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_15
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_16
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_17
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_18
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_19
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_2
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_20
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_21
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_22
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_23
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_24
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_25
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_26
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_27
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_28
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_29
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_3
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_30
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_31
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_32
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_33
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_34
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_35
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_36
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_37
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_38
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_39
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_4
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_40
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_41
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_42
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_43
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_44
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_45
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_46
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_47
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_48
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_49
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_5
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_50
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_51
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_52
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_53
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_54
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_55
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_56
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_57
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_58
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_59
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_6
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_60
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_61
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_62
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_63
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_64
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_65
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_66
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_67
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_68
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_69
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_7
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_70
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_71
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_72
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_73
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_74
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_75
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_76
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_77
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_78
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_79
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_8
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_80
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_81
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_82
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_83
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_84
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_85
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_86
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_87
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_88
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_89
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_9
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_90
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_91
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_92
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_93
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_94
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_95
wk4	none	training	NA	CD41+CD48+CD150+	NA	Training_wk4_CD41p_CD48p_CD150p_96
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_10A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_10B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_11A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_11B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_12A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_12B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_13A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_13B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_14A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_14B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_15A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_15B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_16A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_16B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_17A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_17B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_18A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_18B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_19A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_19B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_1A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_1B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_20A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_20B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_21A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_21B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_22A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_22B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_23A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_23B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_24A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_24B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_2A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_2B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_3A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_3B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_4A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_4B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_5A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_5B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_6A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_6B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_7A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_7B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_8A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_8B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_9A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep1	Control_wk8_9B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_25A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_25B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_26A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_26B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_27A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_27B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_28A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_28B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_29A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_29B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_30A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_30B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_31A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_31B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_32A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_32B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_33A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_33B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_34A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_34B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_35A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_35B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_36A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_36B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_37A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_37B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_38A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_38B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_39A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_39B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_40A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_40B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_41A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_41B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_42A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_42B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_43A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_43B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_44A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_44B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_45A
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_45B
wk8	96-well	PDC	Control	Evi1-GFPpos	Rep2	Control_wk8_46A
